URL,ForSell,description-shop,description-sell,description-price,description-store,description-buy,description-deal,keywords-shop,keywords-sale,keywords-store,keywords-buy,title-shop,title-sale,title-price,title-buy,links-cart,links-shop,links-sell,links-sale,links-wish list,links-order,links-price,links-$,links-ils,links-pay,links-store,links-buy,links-offers,links-product,links-deal,links-bag,links-PAYMENT,links-add to cart,links-add to basket,links-add to wishlist,links-track order,links-wishlist,h1-sale,h1-wish list,h1-order,h1-ils,h1-store,h2-sale,h2-buy,h2-product,h2-item,h3-shop,h3-order,h3-pay,h3-buy,h3-product,URL-shop,URL-product,classes-cart,classes-shop,classes-sell,classes-sale,classes-wish list,classes-order,classes-price,classes-$,classes-ils,classes-pay,classes-store,classes-buy,classes-offers,classes-deals,classes-basket,classes-product,classes-item,classes-bag,classes-visa,classes-paypal,classes-PAYMENT,classes-add to cart,classes-add to basket,classes-add to wishlist,classes-track order,classes-wishlist
http://ww.rp23.co.uk/refine2-uk-11071-3D+Features-2D+to+3D+Conversion-Brand-Philips-1-index.html ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.lg.com/us/led-tvs ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,16,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0
http://www.rbstyl.com/ray-ban-2140-c-11.html ,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,32,0,0,0,0,0,0,0,0,40,0,6,0,0,0,0,0,0,0,0
http://www.bhphotovideo.com/c/buy/smartphones/ci/24039/N/3955685938 ,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,25,3,1,0,25,2,2,10,0,2,2,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,2,0,48,0,1,100,0,1,26,0,0,0,0,0,1,112,0,0,2,0,0,0,0,0,1
http://www.costco.ca/LG-50LB6500-50-in.-3D-webOS-Smart-1080p-LED-HDTV*.product.100112266.html ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,16,21,0,0,0,0,0,0,0,0,0
http://hidden-audio.de/index.php/?dir=desc&order=position ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,27,0,0,2,0,0,0,0,0,24,27,0,0,0,2,0,0,0,0,0
http://koenig-rtv.ch/tv/vision/panasonic/index.html ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://televisionsdealer.com/shop/philips-led ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,515,77,0,0,0,0,0,0,0,0,0
http://www.saturn.de/mcs/shop/neuheiten-philips-ambilight-tv.html ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0
http://bestvideoglasses.blogspot.co.il/2012/02/sainsonic-3d-infrared-active-shutter.html ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
http://www.samsung.com/us/video/tvs/UN75H7150AFXZA ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,0,0,0,21,6,0,0,0,1,3,3,35,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,13,5,0,0,0,4,16,0,0,0,5,0,0,0,1,69,0,0,0,0,0,0,0,0,0,0
http://hidden-audio.de/index.php/catalogsearch/result/?q=Panasonic ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,27,0,0,2,0,0,0,0,0,22,27,0,0,0,2,0,0,0,0,0
http://www.mundo.com/curiosidades/cosas-lujosas-que-solo-se-pueden-ver-en-dubai/ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
http://picclick.com/NEW-Daewoo-DWD-M301WP-Wall-Mount-Mini-Drum-Washing-221117477222.html ,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
http://www.dooyoo.co.uk/television/philips-40pfl4508/ ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
http://televisionsdealer.com/shop/wlan ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,74,77,0,0,0,0,0,0,0,0,0
http://www.amazon.ca/SainSonic-Infrared-Active-Shutter-Glasses/dp/B004WD1GPE ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,3,0,1,2,1,0,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
http://www.shopbot.ca/m/?m=Lg+Televisions&order=hl ,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://allwifidevices.com/ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
http://www.1-electroshop.us/tv-video/lg-55-black-led-1080p-3d-smart-hdtv-with-webos-1361.html ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.bazaarphones.com/htc-one-m9-factory-unlocked-5-full-hd--207-mp--32gb--3gb-ram-75-p.asp ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://hyps.info/cyw5530152a446ae/mini-washer-machine/ ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
http://www.mymajorhomeappliances.com/shop/machine-washer-spin-dryer ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
http://reviews.lcdtvbuyingguide.com/lg-lcd-tv/lg-55lb6300.html ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
http://hyps.info/cyw5530152a446ae/mini-washing/ ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
http://www.amazon.com/Samsung-UN75H7150-75-Inch-1080p-240Hz/dp/B00ID2HI98 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,7,1,1,1,5,0,0,0,2,0,1,2,6,0,0,7,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,5,1,2,0,0,0,29,0,0,0,0,1,0,0,0,1,135,0,0,0,0,0,0,0,0,0
http://www.amazon.com/Excelvan-Shutter-Panasonic-TY-EW3D2-compatible/dp/B00ADXQ6GG ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,1,1,2,1,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,73,0,0,0,0,0,0,0,0,0
http://www.trustedreviews.com/htc-one-m9-review ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,1,74,0,0,0,0,0,0,0,0,0
http://www.ifrick.ch/2015/03/mwc-2015-htc-one-m9-vorgestellt-enttaeuschendes-flaggschiff/ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
http://www.appliancesconnection.com/lg-50lb6500-i350789.html ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,3,1,2,1,21,0,4,2,7,0,3,2,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,10,0,0,4,0,2,0,0,0,5,10,0,0,0,4,0,0,0,0,0
http://www.electronicapc.com/monitores-y-tv-tv-led/6551-led-tv-3d-hisense-ltdn50k390xwseu3d-smart-tv-vision-super-slim-3d-tv-4-hdmi-3-usb-video-6942147423394.html ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,2,0,0,0,0,20,0,0,0,0,0,0,0,0,50,8,0,0,0,0,0,0,0,0,0
http://www.techhive.com/product/1426859/lg-55lb6500-led-lcd-tv.html ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,14,2,0,0,0,0,0,0,0,0,0
http://www.trustedreviews.com/best-smartphone_round-up_Page-12 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,43,0,0,0,0,0,0,0,0,0
http://www.fnac.es/mp4057635/Led-tv-3D-Hisense-50-Ltdn50k390xwseu3d-Smart-tv-Vision-Super-Slim-3D-tv-4-Hdmi-3-usb-Video ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
http://www.gizmodo.com.au/2014/05/lg-2014-smart-tvs-everything-you-need-to-know/ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
http://www.ciao.de/sr/q-panasonic+led+fernseher+mit+dvb/s ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0
https://www.droidapp.nl/toestellen/htc-one-m9-htc-sense-7-aangekondigd/ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.amazon.com/UE-UW-32DS2-Portable-Washing-Machine/dp/B00TN6AB9C ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,1,1,1,1,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,9,0,0,0,0,1,0,0,0,0,62,0,0,0,0,0,0,0,0,0
http://www.amazon.com/HTC-Silver-Factory-Unlocked-Full/dp/B00WLWDTIU ,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,9,1,1,1,1,0,0,0,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,56,0,0,0,0,0,0,0,0,0
http://desgar2312.blogspot.co.il/ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0
http://hidden-audio.de/index.php/neuheiten.html ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,27,0,0,2,0,0,0,0,0,22,27,0,0,0,2,0,0,0,0,0
http://www.idealo.de/preisvergleich/OffersOfProduct/4762984_-tx-40csf637-panasonic.html ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1,0,0,5,32,0,0,0,0,0,3,0,0,55,31,0,0,0,0,0,0,0,0,4
http://www.exploregizmos.com/universal-3d-infrared-active-shutter-glasses-for-sony-bravia-3d-hdtvs/ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
http://www.base-quantum.co.uk/ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
http://www.goos3d.com/htc-one-quietly-brilliant-playing-safe/ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,53,0,0,0,0,0,0,0,0,0
http://www.techweekeurope.co.uk/mobility/mwc-2015-htc-one-m9-163395 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,0
http://www.techhive.com/article/260057/samsung-un46es6500-review-terrific-hdtv-features-so-so-image-quality.html ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
http://televisores.mercadolibre.com.ar/televisores-lcd-y-plasmas/tv-led-46-usados ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,249,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0
http://www.gadget.ro/htc-one-m9-detalii-complete-inainte-de-lansarea-din-1-martie/ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0
http://reviews.lcdtvbuyingguide.com/samsung-lcd-tv/samsung-un46es6500.html ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
http://www.bushlcdtv.co.uk/4595/3d-led-tv-s/ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
http://www.ncix.com/detail/lg-50lb6500-50in-1080p-120hz-f0-95312.htm ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,5,2,7,1,0,0,0,5,1,0,9,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
http://www.dealfaves.com/portable-mini-small-rv-dorm-compact-11lbs-washing-machine-spin-dryer-laundry/ ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,40,0,0,3,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,42,0,0,0,1,0,0,0,0,85,4,0,0,0,0,0,0,0,0,0
http://www.hoendl.at/tv/led-98/50-zoll/TX-50CSF637.html ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,2,0,0,1,0,0,0,0,0,13,2,0,0,1,0,0,0,0,0,1
